C1	C2	C3	C4	C5	C6	Score	IID	ID 
14:3:2:4	14	3	2	4	NA	5.72084e-05	"6214"	AT5G07870
14:3:2:5	14	3	2	5	NA	5.72082e-05	"6938"	AT5G39900
14:3:3:1	14	3	3	1	NA	0.000114417	"6216"	AT5G07920
14:3:3:2	14	3	3	2	NA	0.000114417	"7080"	AT5G44160
14:3:3:3	14	3	3	3	NA	0.000114417	"4334"	AT3G47830
14:3:4:1	14	3	4	1	NA	0.000114416	"6915"	AT5G39090
14:3:4:2	14	3	4	2	NA	0.000114416	"4976"	AT4G07524
14:3:4:3	14	3	4	3	NA	5.72082e-05	"4766"	AT3G62336
15:1:1:1	15	1	1	1	NA	0.00120137	"130"	AT1G05260
15:1:1:2	15	1	1	2	NA	5.72084e-05	"1801"	AT1G73460
15:1:1:3	15	1	1	3	NA	5.72084e-05	"5691"	AT4G30570
15:1:1:4	15	1	1	4	NA	5.72083e-05	"2693"	AT2G27740
15:1:1:5	15	1	1	5	NA	5.72083e-05	"4962"	AT4G05265
15:1:1:6	15	1	1	6	NA	5.72083e-05	"7036"	AT5G42895
15:1:1:7	15	1	1	7	NA	5.72082e-05	"1425"	AT1G60983
15:1:1:8	15	1	1	8	NA	5.72082e-05	"2573"	AT2G23520
15:1:1:9	15	1	1	9	NA	5.72082e-05	"5610"	AT4G27920
15:1:1:10	15	1	1	10	NA	5.72081e-05	"1580"	AT1G65907
15:1:1:11	15	1	1	11	NA	5.72081e-05	"1653"	AT1G68700
15:1:1:12	15	1	1	12	NA	5.72081e-05	"1920"	AT1G77460
15:1:1:13	15	1	1	13	NA	5.72081e-05	"7377"	AT5G54990
15:1:1:14	15	1	1	14	NA	5.72081e-05	"401"	AT1G13430
15:1:2:1	15	1	2	1	NA	0.000457666	"5305"	AT4G18050
15:1:2:2	15	1	2	2	NA	0.000114417	"5408"	AT4G21630
15:1:2:3	15	1	2	3	NA	5.72085e-05	"4496"	AT3G52770
15:1:2:4	15	1	2	4	NA	5.72084e-05	"6295"	AT5G10580
15:1:2:5	15	1	2	5	NA	5.72082e-05	"6031"	AT5G01800
15:1:3:1	15	1	3	1	NA	0.000228833	"6485"	AT5G16930
15:1:3:2	15	1	3	2	NA	0.000114417	"5293"	AT4G17600
15:1:3:3	15	1	3	3	NA	0.000114416	"5673"	AT4G30060
15:1:3:4	15	1	3	4	NA	5.72083e-05	"4611"	AT3G56430
15:1:4:1	15	1	4	1	NA	0.000171625	"6922"	AT5G39290
15:1:4:2	15	1	4	2	NA	5.72083e-05	"5140"	AT4G13620
15:1:4:3	15	1	4	3	NA	5.72082e-05	"7039"	AT5G42930
15:1:5:1	15	1	5	1	NA	0.000171625	"1399"	AT1G60090
15:1:5:2	15	1	5	2	NA	5.72084e-05	"338"	AT1G11592
15:1:5:3	15	1	5	3	NA	5.72081e-05	"5351"	AT4G19450
15:1:6:1	15	1	6	1	NA	0.000114417	"4386"	AT3G49305
15:1:6:2	15	1	6	2	NA	5.72084e-05	"4548"	AT3G54250
15:2:1:1	15	2	1	1	NA	0.000400457	"3674"	AT3G13228
15:2:1:2	15	2	1	2	NA	0.000114416	"4568"	AT3G54990
15:2:1:3	15	2	1	3	NA	0.000114416	"3760"	AT3G15900
15:2:1:4	15	2	1	4	NA	5.72082e-05	"1692"	AT1G70090
15:2:1:5	15	2	1	5	NA	5.72082e-05	"6959"	AT5G40580
15:2:1:6	15	2	1	6	NA	5.72082e-05	"7685"	AT5G64667
15:2:2:1	15	2	2	1	NA	0.000171625	"2804"	AT2G31770
15:2:2:2	15	2	2	2	NA	0.000171625	"1075"	AT1G47210
15:2:2:3	15	2	2	3	NA	0.000114416	"2650"	AT2G26250
15:2:2:4	15	2	2	4	NA	0.000114416	"5454"	AT4G23330
15:2:2:5	15	2	2	5	NA	5.72083e-05	"6207"	AT5G07700
15:2:3:1	15	2	3	1	NA	0.000171625	"2444"	AT2G19190
15:2:3:2	15	2	3	2	NA	0.000171625	"4008"	AT3G23770
15:2:3:3	15	2	3	3	NA	0.000114416	"1382"	AT1G59560
15:2:3:4	15	2	3	4	NA	5.72083e-05	"3461"	AT3G06455
15:2:3:5	15	2	3	5	NA	5.72083e-05	"6552"	AT5G19040
15:2:4:1	15	2	4	1	NA	0.000171624	"4948"	AT4G04930
15:2:4:2	15	2	4	2	NA	0.000114416	"817"	AT1G28280
15:2:4:3	15	2	4	3	NA	0.000114416	"4881"	AT4G02270
15:2:4:4	15	2	4	4	NA	5.72081e-05	"3693"	AT3G13800
15:2:4:5	15	2	4	5	NA	5.72081e-05	"1112"	AT1G48570
15:2:5:1	15	2	5	1	NA	0.000171625	"5776"	AT4G33465
15:2:5:2	15	2	5	2	NA	0.000114417	"2595"	AT2G24220
15:2:5:3	15	2	5	3	NA	5.72083e-05	"6684"	AT5G24600
15:2:5:4	15	2	5	4	NA	5.72082e-05	"476"	AT1G15900
15:3:1:1:1	15	3	1	1	1	0.000171625	"796"	AT1G27595
15:3:1:1:2	15	3	1	1	2	0.000114417	"6824"	AT5G35430
15:3:1:1:3	15	3	1	1	3	5.72083e-05	"4435"	AT3G50920
15:3:1:1:4	15	3	1	1	4	5.72081e-05	"4836"	AT4G01026
15:3:1:2:1	15	3	1	2	1	0.000114416	"1726"	AT1G70985
15:3:1:2:2	15	3	1	2	2	0.000114416	"7330"	AT5G53410
15:3:1:2:3	15	3	1	2	3	0.000114416	"7404"	AT5G55720
15:3:2:1	15	3	2	1	NA	0.000286041	"5491"	AT4G24900
15:3:2:2	15	3	2	2	NA	0.000171625	"5637"	AT4G28815
15:3:2:3	15	3	2	3	NA	5.72083e-05	"2986"	AT2G37780
15:3:3:1	15	3	3	1	NA	0.000171625	"6017"	AT5G01510
15:3:3:2	15	3	3	2	NA	0.000114417	"1919"	AT1G77390
15:3:3:3	15	3	3	3	NA	5.72082e-05	"7689"	AT5G64770
15:3:3:4	15	3	3	4	NA	5.72081e-05	"7422"	AT5G56650
15:3:4:1	15	3	4	1	NA	0.000114417	"5119"	AT4G13210
15:3:4:2	15	3	4	2	NA	0.000114416	"5190"	AT4G14695
15:3:4:3	15	3	4	3	NA	5.72083e-05	"5659"	AT4G29720
16:1:1:1	16	1	1	1	NA	0.000514874	"6008"	AT5G01240
16:1:1:2	16	1	1	2	NA	0.000457666	"4003"	AT3G23685
16:1:1:3	16	1	1	3	NA	0.00034325	"3327"	AT3G01830
16:1:1:4	16	1	1	4	NA	0.00034325	"3266"	AT2G46950
16:1:1:5	16	1	1	5	NA	0.000286042	"6103"	AT5G04250
16:1:1:6	16	1	1	6	NA	0.000286041	"2632"	AT2G25540
16:1:1:7	16	1	1	7	NA	0.000171625	"3665"	AT3G13020
16:1:1:8	16	1	1	8	NA	0.000171625	"655"	AT1G22200
16:1:1:9	16	1	1	9	NA	5.72081e-05	"6979"	AT5G41210
16:1:1:10	16	1	1	10	NA	5.72081e-05	"751"	AT1G26110
16:1:2:1	16	1	2	1	NA	0.000514875	"1039"	AT1G42540
16:1:2:2	16	1	2	2	NA	0.000171625	"5188"	AT4G14680
16:1:2:3	16	1	2	3	NA	0.000114416	"1567"	AT1G65380
16:1:2:4	16	1	2	4	NA	5.72082e-05	"2101"	AT2G03620
16:1:2:5	16	1	2	5	NA	5.72082e-05	"6991"	AT5G41780
16:1:2:6	16	1	2	6	NA	5.72081e-05	"1628"	AT1G67880
16:1:3:1	16	1	3	1	NA	0.000286041	"2162"	AT2G06255
16:1:3:2	16	1	3	2	NA	0.000114416	"2534"	AT2G22070
16:1:3:3	16	1	3	3	NA	5.72084e-05	"4985"	AT4G08290
16:1:3:4	16	1	3	4	NA	5.72082e-05	"7425"	AT5G56700
16:1:3:5	16	1	3	5	NA	5.72081e-05	"1908"	AT1G77100
16:1:4:1	16	1	4	1	NA	0.000228833	"6621"	AT5G22250
16:1:4:2	16	1	4	2	NA	0.000114417	"7509"	AT5G59550
16:1:4:3	16	1	4	3	NA	0.000114416	"479"	AT1G16000
16:1:4:4	16	1	4	4	NA	5.72081e-05	"5959"	AT4G38910
16:1:5:1	16	1	5	1	NA	0.000286041	"4217"	AT3G43583
16:1:5:2	16	1	5	2	NA	5.72083e-05	"6496"	AT5G17450
16:1:5:3	16	1	5	3	NA	5.72082e-05	"5343"	AT4G19095
16:1:6:1	16	1	6	1	NA	0.000171625	"6665"	AT5G24020
16:1:6:2	16	1	6	2	NA	0.000114417	"3584"	AT3G10860
16:1:6:3	16	1	6	3	NA	5.72083e-05	"5977"	AT4G39420
16:2:1:1	16	2	1	1	NA	0.000343249	"1458"	AT1G62060
16:2:1:2	16	2	1	2	NA	0.000114417	"3544"	AT3G09800
16:2:1:3	16	2	1	3	NA	0.000114417	"5318"	AT4G18372
16:2:1:4	16	2	1	4	NA	0.000114416	"7468"	AT5G57980
16:2:1:5	16	2	1	5	NA	5.72084e-05	"4681"	AT3G59120
16:2:1:6	16	2	1	6	NA	5.72083e-05	"3359"	AT3G02730
16:2:1:7	16	2	1	7	NA	5.72082e-05	"6391"	AT5G14040
16:2:1:8	16	2	1	8	NA	5.72081e-05	"6423"	AT5G15200
16:2:1:9	16	2	1	9	NA	5.72081e-05	"5037"	AT4G10150
16:2:2:1	16	2	2	1	NA	0.000457666	"5620"	AT4G28330
16:2:2:2	16	2	2	2	NA	0.000114417	"7275"	AT5G51330
16:2:2:3	16	2	2	3	NA	5.72084e-05	"5129"	AT4G13395
16:2:2:4	16	2	2	4	NA	5.72083e-05	"2841"	AT2G33510
16:2:2:5	16	2	2	5	NA	5.72082e-05	"5768"	AT4G33145
16:2:2:6	16	2	2	6	NA	5.72082e-05	"4872"	AT4G02050
16:2:2:7	16	2	2	7	NA	5.72081e-05	"575"	AT1G19394
16:2:3:1	16	2	3	1	NA	0.000171625	"6187"	AT5G07110
16:2:3:2	16	2	3	2	NA	0.000114417	"4015"	AT3G24068
16:2:3:3	16	2	3	3	NA	0.000114417	"6269"	AT5G09930
16:3:1:1	16	3	1	1	NA	0.000171624	"3440"	AT3G05730
16:3:1:2	16	3	1	2	NA	0.000171624	"2371"	AT2G16850
16:3:1:3	16	3	1	3	NA	0.000114416	"1263"	AT1G53860
16:3:1:4	16	3	1	4	NA	5.72083e-05	"2685"	AT2G27340
16:3:1:5	16	3	1	5	NA	5.72081e-05	"736"	AT1G25310
16:3:1:6	16	3	1	6	NA	5.72081e-05	"7217"	AT5G49140
16:3:2:1	16	3	2	1	NA	0.000286041	"1502"	AT1G63260
16:3:2:2	16	3	2	2	NA	5.72084e-05	"7198"	AT5G48595
16:3:2:3	16	3	2	3	NA	5.72081e-05	"5247"	AT4G16190
17:1:1	17	1	1	NA	NA	0.00034325	"3821"	AT3G17998
17:1:2	17	1	2	NA	NA	0.00034325	"3822"	AT3G18000
17:1:3	17	1	3	NA	NA	0.000286041	"694"	AT1G23340
17:1:4	17	1	4	NA	NA	0.000286041	"7461"	AT5G57830
17:1:5	17	1	5	NA	NA	0.000228833	"4083"	AT3G26340
17:1:6	17	1	6	NA	NA	0.000171625	"1781"	AT1G72900
17:1:7	17	1	7	NA	NA	5.72084e-05	"5593"	AT4G27470
17:1:8	17	1	8	NA	NA	5.72083e-05	"891"	AT1G30825
17:1:9	17	1	9	NA	NA	5.72082e-05	"5957"	AT4G38760
17:2:1	17	2	1	NA	NA	0.000457666	"6862"	AT5G37200
17:2:2	17	2	2	NA	NA	0.000171625	"7346"	AT5G53902
17:2:3	17	2	3	NA	NA	0.000114416	"3214"	AT2G45135
17:2:4	17	2	4	NA	NA	0.000114416	"1376"	AT1G58340
17:2:5	17	2	5	NA	NA	5.72085e-05	"478"	AT1G15920
17:2:6	17	2	6	NA	NA	5.72081e-05	"374"	AT1G12570
17:3:1	17	3	1	NA	NA	0.000457666	"4613"	AT3G56470
17:3:2	17	3	2	NA	NA	0.000171624	"103"	AT1G04430
17:3:3	17	3	3	NA	NA	5.72083e-05	"967"	AT1G33430
17:3:4	17	3	4	NA	NA	5.72082e-05	"4074"	AT3G26060
17:3:5	17	3	5	NA	NA	5.72081e-05	"4023"	AT3G24332
17:3:6	17	3	6	NA	NA	5.72081e-05	"3483"	AT3G07130
17:3:7	17	3	7	NA	NA	5.7208e-05	"5273"	AT4G16940
17:4:1	17	4	1	NA	NA	0.00034325	"5565"	AT4G26680
17:4:2	17	4	2	NA	NA	0.000171625	"2719"	AT2G28620
17:4:3	17	4	3	NA	NA	0.000114417	"725"	AT1G24560
17:4:4	17	4	4	NA	NA	0.000114417	"6840"	AT5G35917
17:4:5	17	4	5	NA	NA	5.72083e-05	"5603"	AT4G27765
17:4:6	17	4	6	NA	NA	5.72082e-05	"2834"	AT2G33170
17:5:1	17	5	1	NA	NA	0.000457665	"3178"	AT2G43910
17:5:2	17	5	2	NA	NA	0.000171625	"5274"	AT4G16960
17:5:3	17	5	3	NA	NA	5.72082e-05	"2970"	AT2G37390
17:5:4	17	5	4	NA	NA	5.72081e-05	"2928"	AT2G36180
17:5:5	17	5	5	NA	NA	5.72081e-05	"5913"	AT4G37235
17:6:1	17	6	1	NA	NA	0.000228833	"3212"	AT2G45080
17:6:2	17	6	2	NA	NA	0.000171625	"4157"	AT3G28380
17:6:3	17	6	3	NA	NA	0.000114417	"4477"	AT3G52020
17:6:4	17	6	4	NA	NA	0.000114416	"4694"	AT3G59450
17:6:5	17	6	5	NA	NA	5.72084e-05	"6603"	AT5G20935
17:6:6	17	6	6	NA	NA	5.72083e-05	"157"	AT1G06148
17:7:1	17	7	1	NA	NA	0.000228833	"5262"	AT4G16745
17:7:2	17	7	2	NA	NA	0.000228833	"7266"	AT5G51010
17:7:3	17	7	3	NA	NA	5.72084e-05	"5145"	AT4G13700
17:7:4	17	7	4	NA	NA	5.72083e-05	"121"	AT1G05000
17:7:5	17	7	5	NA	NA	5.72082e-05	"3511"	AT3G08600
17:7:6	17	7	6	NA	NA	5.72081e-05	"827"	AT1G28695
17:8:1	17	8	1	NA	NA	0.000457667	"6315"	AT5G11300
17:8:2	17	8	2	NA	NA	5.72082e-05	"1088"	AT1G47720
17:8:3	17	8	3	NA	NA	5.72082e-05	"5259"	AT4G16560
17:9:1	17	9	1	NA	NA	0.000286041	"1046"	AT1G43630
17:9:2	17	9	2	NA	NA	0.000114416	"6378"	AT5G13670
17:9:3	17	9	3	NA	NA	5.72082e-05	"4768"	AT3G62390
17:9:4	17	9	4	NA	NA	5.72081e-05	"2109"	AT2G03850
17:9:5	17	9	5	NA	NA	5.72081e-05	"5045"	AT4G10400
17:10:1	17	10	1	NA	NA	0.000228832	"2098"	AT2G03410
17:10:2	17	10	2	NA	NA	0.000114416	"425"	AT1G14230
17:10:3	17	10	3	NA	NA	0.000114416	"1796"	AT1G73310
17:10:4	17	10	4	NA	NA	5.72081e-05	"1015"	AT1G35680
18:1:1:1	18	1	1	1	NA	0.00108696	"4469"	AT3G51810
18:1:1:2	18	1	1	2	NA	5.72085e-05	"4050"	AT3G25440
18:1:1:3	18	1	1	3	NA	5.72084e-05	"3086"	AT2G41260
18:1:1:4	18	1	1	4	NA	5.72084e-05	"3181"	AT2G44020
18:1:1:5	18	1	1	5	NA	5.72084e-05	"3728"	AT3G14880
18:1:1:6	18	1	1	6	NA	5.72084e-05	"7705"	AT5G65207
18:1:1:7	18	1	1	7	NA	5.72083e-05	"3842"	AT3G18610
18:1:1:8	18	1	1	8	NA	5.72083e-05	"7045"	AT5G43130
18:1:1:9	18	1	1	9	NA	5.72083e-05	"1997"	AT1G79840
18:1:1:10	18	1	1	10	NA	5.72082e-05	"2280"	AT2G11891
18:1:1:11	18	1	1	11	NA	5.72082e-05	"3002"	AT2G38340
18:1:1:12	18	1	1	12	NA	5.72082e-05	"5508"	AT4G25220
18:1:1:13	18	1	1	13	NA	5.72081e-05	"2271"	AT2G11005
18:1:1:14	18	1	1	14	NA	5.72081e-05	"6156"	AT5G06210
18:1:2:1	18	1	2	1	NA	0.000286041	"7635"	AT5G63350
18:1:2:2	18	1	2	2	NA	0.000171625	"6887"	AT5G38170
18:1:2:3	18	1	2	3	NA	0.000114417	"5325"	AT4G18593
18:1:2:4	18	1	2	4	NA	0.000114416	"1795"	AT1G73300
18:1:2:5	18	1	2	5	NA	5.72083e-05	"5870"	AT4G35770
18:1:2:6	18	1	2	6	NA	5.72082e-05	"106"	AT1G04501
18:1:2:7	18	1	2	7	NA	5.72082e-05	"3343"	AT3G02250
18:1:3:1	18	1	3	1	NA	0.000228833	"5576"	AT4G26980
18:1:3:2	18	1	3	2	NA	0.000171625	"6417"	AT5G14820
18:1:3:3	18	1	3	3	NA	0.000114416	"5301"	AT4G17788
18:1:3:4	18	1	3	4	NA	5.72082e-05	"2897"	AT2G35170
18:1:3:5	18	1	3	5	NA	5.72081e-05	"63"	AT1G03180
18:1:3:6	18	1	3	6	NA	5.72081e-05	"2299"	AT2G13800
18:1:4:1	18	1	4	1	NA	0.000171625	"7087"	AT5G44310
18:1:4:2	18	1	4	2	NA	0.000171625	"3134"	AT2G42560
18:1:4:3	18	1	4	3	NA	0.000114416	"218"	AT1G08170
18:1:4:4	18	1	4	4	NA	5.72084e-05	"4529"	AT3G53770
18:1:4:5	18	1	4	5	NA	5.72083e-05	"7286"	AT5G51760
18:1:4:6	18	1	4	6	NA	5.72081e-05	"579"	AT1G19530
18:1:5:1	18	1	5	1	NA	0.000114417	"7"	AT1G01210
18:1:5:2	18	1	5	2	NA	0.000114416	"3117"	AT2G42120
18:1:5:3	18	1	5	3	NA	5.72081e-05	"4945"	AT4G04860
18:1:6:1	18	1	6	1	NA	0.000114416	"831"	AT1G29025
18:1:6:2	18	1	6	2	NA	0.000114416	"4874"	AT4G02070
18:2:1:1	18	2	1	1	NA	0.00102975	"6778"	AT5G28320
18:2:1:2	18	2	1	2	NA	5.72084e-05	"603"	AT1G20370
18:2:1:3	18	2	1	3	NA	5.72083e-05	"2153"	AT2G05830
18:2:1:4	18	2	1	4	NA	5.72083e-05	"3703"	AT3G14110
18:2:1:5	18	2	1	5	NA	5.72082e-05	"917"	AT1G31530
18:2:1:6	18	2	1	6	NA	5.72082e-05	"5674"	AT4G30074
18:2:1:7	18	2	1	7	NA	5.72082e-05	"6334"	AT5G11750
18:2:1:8	18	2	1	8	NA	5.72082e-05	"7737"	AT5G66430
18:2:1:9	18	2	1	9	NA	5.72081e-05	"53"	AT1G03030
18:2:1:10	18	2	1	10	NA	5.72081e-05	"6760"	AT5G27540
18:2:1:11	18	2	1	11	NA	5.72081e-05	"7767"	AT5G67430
18:2:2:1	18	2	2	1	NA	0.000114417	"7411"	AT5G56060
18:2:2:2	18	2	2	2	NA	0.000114416	"7610"	AT5G62550
18:2:2:3	18	2	2	3	NA	0.000114416	"2887"	AT2G34840
18:2:2:4	18	2	2	4	NA	0.000114416	"5055"	AT4G10720
18:2:2:5	18	2	2	5	NA	5.72081e-05	"6348"	AT5G12220
18:2:3:1	18	2	3	1	NA	0.000114417	"4891"	AT4G02530
18:2:3:2	18	2	3	2	NA	0.000114417	"4104"	AT3G26800
18:2:3:3	18	2	3	3	NA	0.000114417	"623"	AT1G21170
18:2:3:4	18	2	3	4	NA	5.72082e-05	"7333"	AT5G53480
18:2:4:1	18	2	4	1	NA	0.000228833	"6204"	AT5G07650
18:2:4:2	18	2	4	2	NA	5.72084e-05	"1473"	AT1G62530
18:2:4:3	18	2	4	3	NA	5.72083e-05	"3970"	AT3G22720
18:2:4:4	18	2	4	4	NA	5.72081e-05	"3184"	AT2G44120
18:2:5:1	18	2	5	1	NA	0.000114416	"4807"	AT4G00124
18:2:5:2	18	2	5	2	NA	0.000114416	"2535"	AT2G22090
18:2:5:3	18	2	5	3	NA	5.72082e-05	"1523"	AT1G64000
18:2:6:1	18	2	6	1	NA	0.000114417	"5114"	AT4G12920
18:2:6:2	18	2	6	2	NA	0.000114416	"6352"	AT5G12400
18:2:6:3	18	2	6	3	NA	5.72081e-05	"2723"	AT2G28790
18:2:7:1	18	2	7	1	NA	0.000114417	"3742"	AT3G15360
18:2:7:2	18	2	7	2	NA	5.72085e-05	"1554"	AT1G65010
18:2:8:1	18	2	8	1	NA	0.000114416	"6869"	AT5G37500
18:2:8:2	18	2	8	2	NA	5.72082e-05	"6574"	AT5G19760
19:1:1	19	1	1	NA	NA	0.000457667	"4102"	AT3G26744
19:1:2	19	1	2	NA	NA	0.000400459	"3293"	AT2G48110
19:1:3	19	1	3	NA	NA	0.000400458	"5657"	AT4G29654
19:1:4	19	1	4	NA	NA	0.00034325	"6427"	AT5G15265
19:1:5	19	1	5	NA	NA	0.000286042	"4918"	AT4G03420
19:1:6	19	1	6	NA	NA	0.000114416	"175"	AT1G06640
19:1:7	19	1	7	NA	NA	5.72084e-05	"729"	AT1G24600
19:1:8	19	1	8	NA	NA	5.72084e-05	"3261"	AT2G46685
19:1:9	19	1	9	NA	NA	5.72083e-05	"5731"	AT4G32050
19:1:10	19	1	10	NA	NA	5.72082e-05	"6796"	AT5G29807
19:1:11	19	1	11	NA	NA	5.72081e-05	"5271"	AT4G16892
19:2:1	19	2	1	NA	NA	0.000457666	"1605"	AT1G66980
19:2:2	19	2	2	NA	NA	0.00034325	"1498"	AT1G63150
19:2:3	19	2	3	NA	NA	0.000228833	"4196"	AT3G32990
19:2:4	19	2	4	NA	NA	0.000228833	"7776"	ATCG00140
19:2:5	19	2	5	NA	NA	0.000171625	"3315"	AT3G01440
19:2:6	19	2	6	NA	NA	5.72084e-05	"3585"	AT3G10880
19:2:7	19	2	7	NA	NA	5.72083e-05	"704"	AT1G23800
19:3:1	19	3	1	NA	NA	0.000514875	"1064"	AT1G44835
19:3:2	19	3	2	NA	NA	0.000343249	"929"	AT1G31990
19:3:3	19	3	3	NA	NA	0.000286041	"5717"	AT4G31520
19:3:4	19	3	4	NA	NA	0.000171625	"630"	AT1G21440
19:3:5	19	3	5	NA	NA	5.72082e-05	"3276"	AT2G47370
19:3:6	19	3	6	NA	NA	5.72081e-05	"996"	AT1G34630
19:4:1	19	4	1	NA	NA	0.000228833	"3902"	AT3G20710
19:4:2	19	4	2	NA	NA	0.000114417	"1727"	AT1G71020
19:4:3	19	4	3	NA	NA	0.000114417	"1985"	AT1G79510
19:4:4	19	4	4	NA	NA	0.000114416	"4994"	AT4G08850
19:4:5	19	4	5	NA	NA	0.000114416	"4624"	AT3G56930
19:4:6	19	4	6	NA	NA	0.000114416	"6661"	AT5G23830
19:4:7	19	4	7	NA	NA	0.000114416	"6682"	AT5G24540
19:4:8	19	4	8	NA	NA	5.72084e-05	"3268"	AT2G46995
19:5:1:1	19	5	1	1	NA	0.000228833	"2857"	AT2G34010
19:5:1:2	19	5	1	2	NA	0.000114416	"4272"	AT3G45680
19:5:1:3	19	5	1	3	NA	5.72082e-05	"1763"	AT1G72220
19:5:1:4	19	5	1	4	NA	5.72082e-05	"4274"	AT3G45700
19:5:1:5	19	5	1	5	NA	5.72082e-05	"4508"	AT3G53305
19:5:2:1	19	5	2	1	NA	0.000114417	"6019"	AT5G01542
19:5:2:2	19	5	2	2	NA	0.000114416	"3832"	AT3G18360
19:6:1	19	6	1	NA	NA	0.000343249	"5940"	AT4G38220
19:6:2	19	6	2	NA	NA	0.000114416	"4384"	AT3G49210
19:6:3	19	6	3	NA	NA	5.72082e-05	"5809"	AT4G34260
19:7:1	19	7	1	NA	NA	0.000114417	"1002"	AT1G35035
19:7:2	19	7	2	NA	NA	0.000114416	"2856"	AT2G34000
19:7:3	19	7	3	NA	NA	5.72083e-05	"5216"	AT4G15417
19:8:1	19	8	1	NA	NA	0.000114417	"7063"	AT5G43620
19:8:2	19	8	2	NA	NA	5.72084e-05	"550"	AT1G18480
20:1:1	20	1	1	NA	NA	0.000400458	"7065"	AT5G43720
20:1:2	20	1	2	NA	NA	0.000228833	"7246"	AT5G50240
20:1:3	20	1	3	NA	NA	0.000171625	"611"	AT1G20700
20:1:4	20	1	4	NA	NA	0.000171625	"7352"	AT5G54090
20:1:5	20	1	5	NA	NA	0.000171624	"1873"	AT1G76130
20:1:6	20	1	6	NA	NA	0.000114417	"221"	AT1G08270
20:1:7	20	1	7	NA	NA	5.72084e-05	"5892"	AT4G36560
20:1:8	20	1	8	NA	NA	5.72082e-05	"6908"	AT5G38940
20:1:9	20	1	9	NA	NA	5.72081e-05	"3850"	AT3G18820
20:1:10	20	1	10	NA	NA	5.7208e-05	"6439"	AT5G15670
20:2:1	20	2	1	NA	NA	0.000343249	"2419"	AT2G18230
20:2:2	20	2	2	NA	NA	0.000228833	"3501"	AT3G07690
20:2:3	20	2	3	NA	NA	0.000114417	"1553"	AT1G64920
20:2:4	20	2	4	NA	NA	0.000114417	"335"	AT1G11520
20:2:5	20	2	5	NA	NA	0.000114416	"3598"	AT3G11070
20:2:6	20	2	6	NA	NA	0.000114416	"7653"	AT5G63905
20:2:7	20	2	7	NA	NA	5.72083e-05	"5362"	AT4G19829
20:2:8	20	2	8	NA	NA	5.72082e-05	"3470"	AT3G06670
20:2:9	20	2	9	NA	NA	5.72082e-05	"4993"	AT4G08780
20:2:10	20	2	10	NA	NA	5.72081e-05	"555"	AT1G18650
20:3:1	20	3	1	NA	NA	0.000514875	"6838"	AT5G35810
20:3:2	20	3	2	NA	NA	0.000114417	"5488"	AT4G24810
20:3:3	20	3	3	NA	NA	0.000114417	"5494"	AT4G24970
20:3:4	20	3	4	NA	NA	0.000114416	"2769"	AT2G30350
20:3:5	20	3	5	NA	NA	5.72083e-05	"959"	AT1G32760
20:3:6	20	3	6	NA	NA	5.72083e-05	"6545"	AT5G18870
20:3:7	20	3	7	NA	NA	5.72082e-05	"1122"	AT1G48770
20:3:8	20	3	8	NA	NA	5.72081e-05	"4594"	AT3G55760
20:3:9	20	3	9	NA	NA	5.72081e-05	"6717"	AT5G26170
20:4:1:1	20	4	1	1	NA	0.000286041	"3079"	AT2G41090
20:4:1:2	20	4	1	2	NA	0.000114417	"5832"	AT4G34730
20:4:1:3	20	4	1	3	NA	0.000114416	"2881"	AT2G34660
20:4:1:4	20	4	1	4	NA	5.72082e-05	"5238"	AT4G16100
20:4:2:1	20	4	2	1	NA	0.000171625	"4353"	AT3G48260
20:4:2:2	20	4	2	2	NA	5.72084e-05	"3319"	AT3G01490
20:4:2:3	20	4	2	3	NA	5.72081e-05	"2615"	AT2G25050
20:4:3:1	20	4	3	1	NA	0.000114416	"2793"	AT2G31420
20:4:3:2	20	4	3	2	NA	5.72081e-05	"1386"	AT1G59710
20:5:1	20	5	1	NA	NA	0.000171625	"152"	AT1G06030
20:5:2	20	5	2	NA	NA	0.000171625	"2832"	AT2G33070
20:5:3	20	5	3	NA	NA	0.000171625	"7151"	AT5G46520
20:5:4	20	5	4	NA	NA	0.000114417	"3987"	AT3G23175
20:5:5	20	5	5	NA	NA	0.000114417	"3382"	AT3G03820
20:5:6	20	5	6	NA	NA	5.72085e-05	"3005"	AT2G38500
20:5:7	20	5	7	NA	NA	5.72081e-05	"3453"	AT3G06150
20:6:1	20	6	1	NA	NA	0.000286041	"4869"	AT4G02005
20:6:2	20	6	2	NA	NA	0.000171625	"6341"	AT5G11940
20:6:3	20	6	3	NA	NA	5.72083e-05	"6667"	AT5G24090
20:6:4	20	6	4	NA	NA	5.72083e-05	"272"	AT1G09490
20:6:5	20	6	5	NA	NA	5.72082e-05	"4516"	AT3G53410
20:7:1	20	7	1	NA	NA	0.00034325	"3586"	AT3G10890
20:7:2	20	7	2	NA	NA	0.000114417	"37"	AT1G02391
20:7:3	20	7	3	NA	NA	5.72083e-05	"6564"	AT5G19340
20:7:4	20	7	4	NA	NA	5.72082e-05	"5556"	AT4G26466
20:8:1	20	8	1	NA	NA	0.000114417	"1231"	AT1G52855
20:8:2	20	8	2	NA	NA	0.000114416	"3128"	AT2G42395
20:8:3	20	8	3	NA	NA	0.000114416	"5568"	AT4G26760
