C1	C2	C3	C4	C5	C6	Score	IID	ID 
1262:1	1262	1	NA	NA	NA	5.72082e-05	"4265"	AT3G45443
1262:2	1262	2	NA	NA	NA	5.72082e-05	"7447"	AT5G57510
1263:1	1263	1	NA	NA	NA	5.72082e-05	"4293"	AT3G46420
1263:2	1263	2	NA	NA	NA	5.72082e-05	"5458"	AT4G23540
1264:1	1264	1	NA	NA	NA	5.72082e-05	"4337"	AT3G47920
1264:2	1264	2	NA	NA	NA	5.72082e-05	"7374"	AT5G54850
1265:1	1265	1	NA	NA	NA	5.72082e-05	"4380"	AT3G49050
1265:2	1265	2	NA	NA	NA	5.72082e-05	"5607"	AT4G27852
1266:1	1266	1	NA	NA	NA	5.72082e-05	"4392"	AT3G49610
1266:2	1266	2	NA	NA	NA	5.72082e-05	"7560"	AT5G60950
1267:1	1267	1	NA	NA	NA	5.72082e-05	"4504"	AT3G53220
1267:2	1267	2	NA	NA	NA	5.72082e-05	"5470"	AT4G24130
1268:1	1268	1	NA	NA	NA	5.72082e-05	"4510"	AT3G53320
1268:2	1268	2	NA	NA	NA	5.72082e-05	"7292"	AT5G52070
1269:1	1269	1	NA	NA	NA	5.72082e-05	"4550"	AT3G54320
1269:2	1269	2	NA	NA	NA	5.72082e-05	"6828"	AT5G35530
1270:1	1270	1	NA	NA	NA	5.72082e-05	"4633"	AT3G57190
1270:2	1270	2	NA	NA	NA	5.72082e-05	"5231"	AT4G15880
1271:1	1271	1	NA	NA	NA	5.72082e-05	"4697"	AT3G59540
1271:2	1271	2	NA	NA	NA	5.72082e-05	"5812"	AT4G34300
1272:1	1272	1	NA	NA	NA	5.72082e-05	"4779"	AT3G62680
1272:2	1272	2	NA	NA	NA	5.72082e-05	"6005"	AT5G01140
1273:1	1273	1	NA	NA	NA	5.72082e-05	"4843"	AT4G01220
1273:2	1273	2	NA	NA	NA	5.72082e-05	"5912"	AT4G37230
1274:1	1274	1	NA	NA	NA	5.72082e-05	"4871"	AT4G02030
1274:2	1274	2	NA	NA	NA	5.72082e-05	"7354"	AT5G54110
1275:1	1275	1	NA	NA	NA	5.72082e-05	"4955"	AT4G05060
1275:2	1275	2	NA	NA	NA	5.72082e-05	"6069"	AT5G03285
1276:1	1276	1	NA	NA	NA	5.72082e-05	"5054"	AT4G10670
1276:2	1276	2	NA	NA	NA	5.72082e-05	"7505"	AT5G59505
1277:1	1277	1	NA	NA	NA	5.72082e-05	"5090"	AT4G11970
1277:2	1277	2	NA	NA	NA	5.72082e-05	"6630"	AT5G22608
1278:1	1278	1	NA	NA	NA	5.72082e-05	"5182"	AT4G14510
1278:2	1278	2	NA	NA	NA	5.72082e-05	"6464"	AT5G16230
1279:1	1279	1	NA	NA	NA	5.72082e-05	"5224"	AT4G15610
1279:2	1279	2	NA	NA	NA	5.72082e-05	"5779"	AT4G33530
1280:1	1280	1	NA	NA	NA	5.72082e-05	"5232"	AT4G15930
1280:2	1280	2	NA	NA	NA	5.72082e-05	"5427"	AT4G22310
1281:1	1281	1	NA	NA	NA	5.72082e-05	"5236"	AT4G16008
1281:2	1281	2	NA	NA	NA	5.72082e-05	"5509"	AT4G25225
1282:1	1282	1	NA	NA	NA	5.72082e-05	"5266"	AT4G16835
1282:2	1282	2	NA	NA	NA	5.72082e-05	"6582"	AT5G20100
1283:1	1283	1	NA	NA	NA	5.72082e-05	"5303"	AT4G17890
1283:2	1283	2	NA	NA	NA	5.72082e-05	"6002"	AT5G01010
1284:1	1284	1	NA	NA	NA	5.72082e-05	"5339"	AT4G19003
1284:2	1284	2	NA	NA	NA	5.72082e-05	"7206"	AT5G48810
1285:1	1285	1	NA	NA	NA	5.72082e-05	"5456"	AT4G23375
1285:2	1285	2	NA	NA	NA	5.72082e-05	"6209"	AT5G07740
1286:1	1286	1	NA	NA	NA	5.72082e-05	"5538"	AT4G25960
1286:2	1286	2	NA	NA	NA	5.72082e-05	"6203"	AT5G07630
1287:1	1287	1	NA	NA	NA	5.72082e-05	"5599"	AT4G27680
1287:2	1287	2	NA	NA	NA	5.72082e-05	"7719"	AT5G65810
1288:1	1288	1	NA	NA	NA	5.72082e-05	"5800"	AT4G34000
1288:2	1288	2	NA	NA	NA	5.72082e-05	"6587"	AT5G20230
1289:1	1289	1	NA	NA	NA	5.72082e-05	"5893"	AT4G36570
1289:2	1289	2	NA	NA	NA	5.72082e-05	"6450"	AT5G15853
1290:1	1290	1	NA	NA	NA	5.72082e-05	"6066"	AT5G03200
1290:2	1290	2	NA	NA	NA	5.72082e-05	"6494"	AT5G17360
1291:1	1291	1	NA	NA	NA	5.72082e-05	"6153"	AT5G06160
1291:2	1291	2	NA	NA	NA	5.72082e-05	"7617"	AT5G62640
1292:1	1292	1	NA	NA	NA	5.72082e-05	"6247"	AT5G09445
1292:2	1292	2	NA	NA	NA	5.72082e-05	"7141"	AT5G46230
1293:1	1293	1	NA	NA	NA	5.72082e-05	"6292"	AT5G10470
1293:2	1293	2	NA	NA	NA	5.72082e-05	"7146"	AT5G46350
1294:1	1294	1	NA	NA	NA	5.72082e-05	"6568"	AT5G19450
1294:2	1294	2	NA	NA	NA	5.72082e-05	"7760"	AT5G67070
1295:1	1295	1	NA	NA	NA	5.72082e-05	"6679"	AT5G24330
1295:2	1295	2	NA	NA	NA	5.72082e-05	"7473"	AT5G58070
1296:1	1296	1	NA	NA	NA	5.72082e-05	"6812"	AT5G34905
1296:2	1296	2	NA	NA	NA	5.72082e-05	"7504"	AT5G59460
1297:1	1297	1	NA	NA	NA	5.72082e-05	"7058"	AT5G43403
1297:2	1297	2	NA	NA	NA	5.72082e-05	"7542"	AT5G60490
1298:1	1298	1	NA	NA	NA	5.72082e-05	"7112"	AT5G45428
1298:2	1298	2	NA	NA	NA	5.72082e-05	"7113"	AT5G45430
1299:1	1299	1	NA	NA	NA	5.72082e-05	"7184"	AT5G47980
1299:2	1299	2	NA	NA	NA	5.72082e-05	"7686"	AT5G64680
1300:1	1300	1	NA	NA	NA	5.72082e-05	"2"	AT1G01030
1300:2	1300	2	NA	NA	NA	5.72082e-05	"4304"	AT3G46760
1301:1	1301	1	NA	NA	NA	5.72082e-05	"6"	AT1G01200
1301:2	1301	2	NA	NA	NA	5.72082e-05	"2341"	AT2G15790
1302:1	1302	1	NA	NA	NA	5.72082e-05	"20"	AT1G01610
1302:2	1302	2	NA	NA	NA	5.72082e-05	"4695"	AT3G59460
1303:1	1303	1	NA	NA	NA	5.72082e-05	"97"	AT1G04240
1303:2	1303	2	NA	NA	NA	5.72082e-05	"5955"	AT4G38710
1304:1	1304	1	NA	NA	NA	5.72082e-05	"101"	AT1G04420
1304:2	1304	2	NA	NA	NA	5.72082e-05	"4122"	AT3G27210
1305:1	1305	1	NA	NA	NA	5.72082e-05	"122"	AT1G05010
1305:2	1305	2	NA	NA	NA	5.72082e-05	"5545"	AT4G26160
1306:1	1306	1	NA	NA	NA	5.72082e-05	"138"	AT1G05550
1306:2	1306	2	NA	NA	NA	5.72082e-05	"3252"	AT2G46420
1307:1	1307	1	NA	NA	NA	5.72082e-05	"142"	AT1G05710
1307:2	1307	2	NA	NA	NA	5.72082e-05	"6482"	AT5G16750
1308:1	1308	1	NA	NA	NA	5.72082e-05	"190"	AT1G07330
1308:2	1308	2	NA	NA	NA	5.72082e-05	"2763"	AT2G30170
1309:1	1309	1	NA	NA	NA	5.72082e-05	"195"	AT1G07460
1309:2	1309	2	NA	NA	NA	5.72082e-05	"251"	AT1G09140
1310:1	1310	1	NA	NA	NA	5.72082e-05	"205"	AT1G07820
1310:2	1310	2	NA	NA	NA	5.72082e-05	"4239"	AT3G44530
1311:1	1311	1	NA	NA	NA	5.72082e-05	"245"	AT1G09020
1311:2	1311	2	NA	NA	NA	5.72082e-05	"7263"	AT5G50900
1312:1	1312	1	NA	NA	NA	5.72082e-05	"278"	AT1G09800
1312:2	1312	2	NA	NA	NA	5.72082e-05	"5850"	AT4G35270
1313:1	1313	1	NA	NA	NA	5.72082e-05	"292"	AT1G10020
1313:2	1313	2	NA	NA	NA	5.72082e-05	"2513"	AT2G21430
1314:1	1314	1	NA	NA	NA	5.72082e-05	"329"	AT1G11330
1314:2	1314	2	NA	NA	NA	5.72082e-05	"7046"	AT5G43140
1315:1	1315	1	NA	NA	NA	5.72082e-05	"450"	AT1G15000
1315:2	1315	2	NA	NA	NA	5.72082e-05	"3702"	AT3G14080
1316:1	1316	1	NA	NA	NA	5.72082e-05	"466"	AT1G15490
1316:2	1316	2	NA	NA	NA	5.72082e-05	"4946"	AT4G04870
1317:1	1317	1	NA	NA	NA	5.72082e-05	"481"	AT1G16110
1317:2	1317	2	NA	NA	NA	5.72082e-05	"1893"	AT1G76810
1318:1	1318	1	NA	NA	NA	5.72082e-05	"482"	AT1G16190
1318:2	1318	2	NA	NA	NA	5.72082e-05	"5371"	AT4G20250
1319:1	1319	1	NA	NA	NA	5.72082e-05	"523"	AT1G17460
1319:2	1319	2	NA	NA	NA	5.72082e-05	"708"	AT1G24000
1320:1	1320	1	NA	NA	NA	5.72082e-05	"551"	AT1G18485
1320:2	1320	2	NA	NA	NA	5.72082e-05	"2765"	AT2G30220
1321:1	1321	1	NA	NA	NA	5.72082e-05	"563"	AT1G18910
1321:2	1321	2	NA	NA	NA	5.72082e-05	"2870"	AT2G34340
1322:1	1322	1	NA	NA	NA	5.72082e-05	"580"	AT1G19540
1322:2	1322	2	NA	NA	NA	5.72082e-05	"974"	AT1G33810
1323:1	1323	1	NA	NA	NA	5.72082e-05	"585"	AT1G19670
1323:2	1323	2	NA	NA	NA	5.72082e-05	"7437"	AT5G57123
1324:1	1324	1	NA	NA	NA	5.72082e-05	"616"	AT1G20967
1324:2	1324	2	NA	NA	NA	5.72082e-05	"3113"	AT2G41990
1325:1	1325	1	NA	NA	NA	5.72082e-05	"647"	AT1G21930
1325:2	1325	2	NA	NA	NA	5.72082e-05	"652"	AT1G22140
1326:1	1326	1	NA	NA	NA	5.72082e-05	"665"	AT1G22500
1326:2	1326	2	NA	NA	NA	5.72082e-05	"4291"	AT3G46310
1327:1	1327	1	NA	NA	NA	5.72082e-05	"712"	AT1G24145
1327:2	1327	2	NA	NA	NA	5.72082e-05	"4311"	AT3G46930
1328:1	1328	1	NA	NA	NA	5.72082e-05	"714"	AT1G24190
1328:2	1328	2	NA	NA	NA	5.72082e-05	"3110"	AT2G41940
1329:1	1329	1	NA	NA	NA	5.72082e-05	"732"	AT1G24735
1329:2	1329	2	NA	NA	NA	5.72082e-05	"2492"	AT2G20700
1330:1	1330	1	NA	NA	NA	5.72082e-05	"741"	AT1G25410
1330:2	1330	2	NA	NA	NA	5.72082e-05	"2829"	AT2G32990
1331:1	1331	1	NA	NA	NA	5.72082e-05	"748"	AT1G25560
1331:2	1331	2	NA	NA	NA	5.72082e-05	"2417"	AT2G18200
1332:1	1332	1	NA	NA	NA	5.72082e-05	"759"	AT1G26300
1332:2	1332	2	NA	NA	NA	5.72082e-05	"1363"	AT1G58025
1333:1	1333	1	NA	NA	NA	5.72082e-05	"776"	AT1G26773
1333:2	1333	2	NA	NA	NA	5.72082e-05	"4601"	AT3G56140
1334:1	1334	1	NA	NA	NA	5.72082e-05	"807"	AT1G27890
1334:2	1334	2	NA	NA	NA	5.72082e-05	"3496"	AT3G07450
1335:1	1335	1	NA	NA	NA	5.72082e-05	"810"	AT1G28000
1335:2	1335	2	NA	NA	NA	5.72082e-05	"4713"	AT3G60000
1336:1	1336	1	NA	NA	NA	5.72082e-05	"839"	AT1G29250
1336:2	1336	2	NA	NA	NA	5.72082e-05	"5028"	AT4G09850
1337:1	1337	1	NA	NA	NA	5.72082e-05	"901"	AT1G31000
1337:2	1337	2	NA	NA	NA	5.72082e-05	"5964"	AT4G39040
1338:1	1338	1	NA	NA	NA	5.72082e-05	"939"	AT1G32330
1338:2	1338	2	NA	NA	NA	5.72082e-05	"2908"	AT2G35600
1339:1	1339	1	NA	NA	NA	5.72082e-05	"961"	AT1G32950
1339:2	1339	2	NA	NA	NA	5.72082e-05	"2768"	AT2G30330
1340:1	1340	1	NA	NA	NA	5.72082e-05	"976"	AT1G33980
1340:2	1340	2	NA	NA	NA	5.72082e-05	"2014"	AT1G80300
1341:1	1341	1	NA	NA	NA	5.72082e-05	"984"	AT1G34220
1341:2	1341	2	NA	NA	NA	5.72082e-05	"4407"	AT3G50110
1342:1	1342	1	NA	NA	NA	5.72082e-05	"990"	AT1G34440
1342:2	1342	2	NA	NA	NA	5.72082e-05	"1430"	AT1G61030
1343:1	1343	1	NA	NA	NA	5.72082e-05	"1028"	AT1G36990
1343:2	1343	2	NA	NA	NA	5.72082e-05	"7532"	AT5G60170
1344:1	1344	1	NA	NA	NA	5.72082e-05	"1030"	AT1G37130
1344:2	1344	2	NA	NA	NA	5.72082e-05	"4708"	AT3G59770
1345:1	1345	1	NA	NA	NA	5.72082e-05	"1050"	AT1G43730
1345:2	1345	2	NA	NA	NA	5.72082e-05	"5992"	AT4G39900
1346:1	1346	1	NA	NA	NA	5.72082e-05	"1055"	AT1G43980
1346:2	1346	2	NA	NA	NA	5.72082e-05	"5036"	AT4G10130
1347:1	1347	1	NA	NA	NA	5.72082e-05	"1057"	AT1G44120
1347:2	1347	2	NA	NA	NA	5.72082e-05	"2853"	AT2G33840
1348:1	1348	1	NA	NA	NA	5.72082e-05	"1106"	AT1G48360
1348:2	1348	2	NA	NA	NA	5.72082e-05	"2163"	AT2G06420
1349:1	1349	1	NA	NA	NA	5.72082e-05	"1153"	AT1G49870
1349:2	1349	2	NA	NA	NA	5.72082e-05	"6340"	AT5G11910
1350:1	1350	1	NA	NA	NA	5.72082e-05	"1156"	AT1G49952
1350:2	1350	2	NA	NA	NA	5.72082e-05	"7081"	AT5G44190
1351:1	1351	1	NA	NA	NA	5.72082e-05	"1163"	AT1G50280
1351:2	1351	2	NA	NA	NA	5.72082e-05	"5540"	AT4G26010
1352:1	1352	1	NA	NA	NA	5.72082e-05	"1180"	AT1G50960
1352:2	1352	2	NA	NA	NA	5.72082e-05	"6863"	AT5G37280
1353:1	1353	1	NA	NA	NA	5.72082e-05	"1192"	AT1G51360
1353:2	1353	2	NA	NA	NA	5.72082e-05	"1438"	AT1G61350
1354:1	1354	1	NA	NA	NA	5.72082e-05	"1193"	AT1G51390
1354:2	1354	2	NA	NA	NA	5.72082e-05	"6894"	AT5G38360
1355:1	1355	1	NA	NA	NA	5.72082e-05	"1209"	AT1G51920
1355:2	1355	2	NA	NA	NA	5.72082e-05	"1720"	AT1G70820
1356:1	1356	1	NA	NA	NA	5.72082e-05	"1223"	AT1G52347
1356:2	1356	2	NA	NA	NA	5.72082e-05	"4876"	AT4G02110
1357:1	1357	1	NA	NA	NA	5.72082e-05	"1248"	AT1G53300
1357:2	1357	2	NA	NA	NA	5.72082e-05	"2641"	AT2G25710
1358:1	1358	1	NA	NA	NA	5.72082e-05	"1269"	AT1G54110
1358:2	1358	2	NA	NA	NA	5.72082e-05	"5845"	AT4G35170
1359:1	1359	1	NA	NA	NA	5.72082e-05	"1295"	AT1G55050
1359:2	1359	2	NA	NA	NA	5.72082e-05	"7733"	AT5G66280
1360:1	1360	1	NA	NA	NA	5.72082e-05	"1341"	AT1G56430
1360:2	1360	2	NA	NA	NA	5.72082e-05	"4009"	AT3G23790
1361:1	1361	1	NA	NA	NA	5.72082e-05	"1378"	AT1G58420
1361:2	1361	2	NA	NA	NA	5.72082e-05	"4061"	AT3G25655
1362:1	1362	1	NA	NA	NA	5.72082e-05	"1415"	AT1G60660
1362:2	1362	2	NA	NA	NA	5.72082e-05	"4971"	AT4G06599
1363:1	1363	1	NA	NA	NA	5.72082e-05	"1472"	AT1G62430
1363:2	1363	2	NA	NA	NA	5.72082e-05	"5949"	AT4G38500
1364:1	1364	1	NA	NA	NA	5.72082e-05	"1531"	AT1G64260
1364:2	1364	2	NA	NA	NA	5.72082e-05	"4398"	AT3G49760
1365:1	1365	1	NA	NA	NA	5.72082e-05	"1549"	AT1G64800
1365:2	1365	2	NA	NA	NA	5.72082e-05	"4988"	AT4G08395
1366:1	1366	1	NA	NA	NA	5.72082e-05	"1583"	AT1G66190
1366:2	1366	2	NA	NA	NA	5.72082e-05	"4598"	AT3G55920
1367:1	1367	1	NA	NA	NA	5.72082e-05	"1607"	AT1G67040
1367:2	1367	2	NA	NA	NA	5.72082e-05	"4370"	AT3G48790
1368:1	1368	1	NA	NA	NA	5.72082e-05	"1619"	AT1G67650
1368:2	1368	2	NA	NA	NA	5.72082e-05	"3269"	AT2G47000
1369:1	1369	1	NA	NA	NA	5.72082e-05	"1681"	AT1G69825
1369:2	1369	2	NA	NA	NA	5.72082e-05	"7270"	AT5G51190
1370:1	1370	1	NA	NA	NA	5.72082e-05	"1688"	AT1G69990
1370:2	1370	2	NA	NA	NA	5.72082e-05	"1838"	AT1G74820
1371:1	1371	1	NA	NA	NA	5.72082e-05	"1718"	AT1G70790
1371:2	1371	2	NA	NA	NA	5.72082e-05	"3764"	AT3G16000
1372:1	1372	1	NA	NA	NA	5.72082e-05	"1737"	AT1G71350
1372:2	1372	2	NA	NA	NA	5.72082e-05	"3080"	AT2G41120
1373:1	1373	1	NA	NA	NA	5.72082e-05	"1743"	AT1G71750
1373:2	1373	2	NA	NA	NA	5.72082e-05	"3275"	AT2G47340
1374:1	1374	1	NA	NA	NA	5.72082e-05	"1777"	AT1G72830
1374:2	1374	2	NA	NA	NA	5.72082e-05	"6411"	AT5G14550
1375:1	1375	1	NA	NA	NA	5.72082e-05	"1780"	AT1G72880
1375:2	1375	2	NA	NA	NA	5.72082e-05	"3472"	AT3G06890
1376:1	1376	1	NA	NA	NA	5.72082e-05	"1833"	AT1G74640
1376:2	1376	2	NA	NA	NA	5.72082e-05	"7412"	AT5G56160
1377:1	1377	1	NA	NA	NA	5.72082e-05	"1896"	AT1G76850
1377:2	1377	2	NA	NA	NA	5.72082e-05	"3854"	AT3G18930
1378:1	1378	1	NA	NA	NA	5.72082e-05	"1925"	AT1G77580
1378:2	1378	2	NA	NA	NA	5.72082e-05	"3824"	AT3G18050
1379:1	1379	1	NA	NA	NA	5.72082e-05	"1926"	AT1G77610
1379:2	1379	2	NA	NA	NA	5.72082e-05	"4774"	AT3G62570
1380:1	1380	1	NA	NA	NA	5.72082e-05	"1968"	AT1G78995
1380:2	1380	2	NA	NA	NA	5.72082e-05	"2100"	AT2G03565
1381:1	1381	1	NA	NA	NA	5.72082e-05	"1972"	AT1G79060
1381:2	1381	2	NA	NA	NA	5.72082e-05	"7386"	AT5G55190
1382:1	1382	1	NA	NA	NA	5.72082e-05	"1984"	AT1G79480
1382:2	1382	2	NA	NA	NA	5.72082e-05	"6273"	AT5G09978
1383:1	1383	1	NA	NA	NA	5.72082e-05	"2057"	AT2G01900
1383:2	1383	2	NA	NA	NA	5.72082e-05	"2499"	AT2G20850
1384:1	1384	1	NA	NA	NA	5.72082e-05	"2076"	AT2G02510
1384:2	1384	2	NA	NA	NA	5.72082e-05	"4855"	AT4G01520
1385:1	1385	1	NA	NA	NA	5.72082e-05	"2102"	AT2G03640
1385:2	1385	2	NA	NA	NA	5.72082e-05	"2954"	AT2G36930
1386:1	1386	1	NA	NA	NA	5.72082e-05	"2136"	AT2G04900
1386:2	1386	2	NA	NA	NA	5.72082e-05	"7406"	AT5G55850
1387:1	1387	1	NA	NA	NA	5.72082e-05	"2270"	AT2G10940
1387:2	1387	2	NA	NA	NA	5.72082e-05	"4232"	AT3G44140
1388:1	1388	1	NA	NA	NA	5.72082e-05	"2283"	AT2G12461
1388:2	1388	2	NA	NA	NA	5.72082e-05	"5002"	AT4G09070
1389:1	1389	1	NA	NA	NA	5.72082e-05	"2445"	AT2G19220
1389:2	1389	2	NA	NA	NA	5.72082e-05	"7482"	AT5G58460
1390:1	1390	1	NA	NA	NA	5.72082e-05	"2473"	AT2G20140
1390:2	1390	2	NA	NA	NA	5.72082e-05	"2931"	AT2G36240
1391:1	1391	1	NA	NA	NA	5.72082e-05	"2479"	AT2G20320
1391:2	1391	2	NA	NA	NA	5.72082e-05	"6146"	AT5G05965
1392:1	1392	1	NA	NA	NA	5.72082e-05	"2484"	AT2G20490
1392:2	1392	2	NA	NA	NA	5.72082e-05	"5307"	AT4G18100
1393:1	1393	1	NA	NA	NA	5.72082e-05	"2500"	AT2G20870
1393:2	1393	2	NA	NA	NA	5.72082e-05	"5125"	AT4G13360
1394:1	1394	1	NA	NA	NA	5.72082e-05	"2509"	AT2G21235
1394:2	1394	2	NA	NA	NA	5.72082e-05	"3996"	AT3G23440
1395:1	1395	1	NA	NA	NA	5.72082e-05	"2533"	AT2G22055
1395:2	1395	2	NA	NA	NA	5.72082e-05	"5235"	AT4G15980
1396:1	1396	1	NA	NA	NA	5.72082e-05	"2550"	AT2G22680
1396:2	1396	2	NA	NA	NA	5.72082e-05	"3040"	AT2G39795
1397:1	1397	1	NA	NA	NA	5.72082e-05	"2596"	AT2G24250
1397:2	1397	2	NA	NA	NA	5.72082e-05	"4821"	AT4G00660
1398:1	1398	1	NA	NA	NA	5.72082e-05	"2609"	AT2G24840
1398:2	1398	2	NA	NA	NA	5.72082e-05	"6006"	AT5G01150
1399:1	1399	1	NA	NA	NA	5.72082e-05	"2621"	AT2G25250
1399:2	1399	2	NA	NA	NA	5.72082e-05	"5244"	AT4G16150
1400:1	1400	1	NA	NA	NA	5.72082e-05	"2628"	AT2G25355
1400:2	1400	2	NA	NA	NA	5.72082e-05	"3385"	AT3G03880
1401:1	1401	1	NA	NA	NA	5.72082e-05	"2657"	AT2G26500
1401:2	1401	2	NA	NA	NA	5.72082e-05	"2703"	AT2G28105
1402:1	1402	1	NA	NA	NA	5.72082e-05	"2692"	AT2G27580
1402:2	1402	2	NA	NA	NA	5.72082e-05	"6598"	AT5G20740
1403:1	1403	1	NA	NA	NA	5.72082e-05	"2738"	AT2G29400
1403:2	1403	2	NA	NA	NA	5.72082e-05	"7002"	AT5G42100
1404:1	1404	1	NA	NA	NA	5.72082e-05	"2742"	AT2G29470
1404:2	1404	2	NA	NA	NA	5.72082e-05	"7745"	AT5G66710
1405:1	1405	1	NA	NA	NA	5.72082e-05	"2759"	AT2G30120
1405:2	1405	2	NA	NA	NA	5.72082e-05	"5820"	AT4G34530
1406:1	1406	1	NA	NA	NA	5.72082e-05	"2795"	AT2G31530
1406:2	1406	2	NA	NA	NA	5.72082e-05	"4261"	AT3G45300
1407:1	1407	1	NA	NA	NA	5.72082e-05	"2798"	AT2G31590
1407:2	1407	2	NA	NA	NA	5.72082e-05	"7792"	ATMG00160
1408:1	1408	1	NA	NA	NA	5.72082e-05	"2831"	AT2G33030
1408:2	1408	2	NA	NA	NA	5.72082e-05	"5243"	AT4G16146
1409:1	1409	1	NA	NA	NA	5.72082e-05	"2878"	AT2G34450
1409:2	1409	2	NA	NA	NA	5.72082e-05	"6555"	AT5G19110
1410:1	1410	1	NA	NA	NA	5.72082e-05	"2892"	AT2G35080
1410:2	1410	2	NA	NA	NA	5.72082e-05	"5263"	AT4G16780
1411:1	1411	1	NA	NA	NA	5.72082e-05	"2912"	AT2G35637
1411:2	1411	2	NA	NA	NA	5.72082e-05	"3109"	AT2G41910
1412:1	1412	1	NA	NA	NA	5.72082e-05	"2941"	AT2G36632
1412:2	1412	2	NA	NA	NA	5.72082e-05	"3530"	AT3G09160
1413:1	1413	1	NA	NA	NA	5.72082e-05	"2942"	AT2G36760
1413:2	1413	2	NA	NA	NA	5.72082e-05	"5359"	AT4G19740
1414:1	1414	1	NA	NA	NA	5.72082e-05	"2996"	AT2G38140
1414:2	1414	2	NA	NA	NA	5.72082e-05	"6301"	AT5G10780
1415:1	1415	1	NA	NA	NA	5.72082e-05	"3027"	AT2G39350
1415:2	1415	2	NA	NA	NA	5.72082e-05	"4210"	AT3G42880
1416:1	1416	1	NA	NA	NA	5.72082e-05	"3041"	AT2G39805
1416:2	1416	2	NA	NA	NA	5.72082e-05	"6541"	AT5G18760
1417:1	1417	1	NA	NA	NA	5.72082e-05	"3042"	AT2G39840
1417:2	1417	2	NA	NA	NA	5.72082e-05	"3971"	AT3G22740
1418:1	1418	1	NA	NA	NA	5.72082e-05	"3055"	AT2G40316
1418:2	1418	2	NA	NA	NA	5.72082e-05	"7299"	AT5G52380
1419:1	1419	1	NA	NA	NA	5.72082e-05	"3161"	AT2G43360
1419:2	1419	2	NA	NA	NA	5.72082e-05	"7013"	AT5G42250
1420:1	1420	1	NA	NA	NA	5.72082e-05	"3166"	AT2G43580
1420:2	1420	2	NA	NA	NA	5.72082e-05	"4750"	AT3G61520
1421:1	1421	1	NA	NA	NA	5.72082e-05	"3196"	AT2G44580
1421:2	1421	2	NA	NA	NA	5.72082e-05	"5400"	AT4G21270
1422:1	1422	1	NA	NA	NA	5.72082e-05	"3216"	AT2G45150
1422:2	1422	2	NA	NA	NA	5.72082e-05	"5952"	AT4G38650
1423:1	1423	1	NA	NA	NA	5.72082e-05	"3246"	AT2G46230
1423:2	1423	2	NA	NA	NA	5.72082e-05	"6039"	AT5G02070
1424:1	1424	1	NA	NA	NA	5.72082e-05	"3250"	AT2G46330
1424:2	1424	2	NA	NA	NA	5.72082e-05	"4833"	AT4G00950
1425:1	1425	1	NA	NA	NA	5.72082e-05	"3305"	AT3G01210
1425:2	1425	2	NA	NA	NA	5.72082e-05	"5751"	AT4G32620
1426:1	1426	1	NA	NA	NA	5.72082e-05	"3307"	AT3G01270
1426:2	1426	2	NA	NA	NA	5.72082e-05	"7071"	AT5G43870
1427:1	1427	1	NA	NA	NA	5.72082e-05	"3421"	AT3G05070
1427:2	1427	2	NA	NA	NA	5.72082e-05	"5997"	AT4G39955
1428:1	1428	1	NA	NA	NA	5.72082e-05	"3428"	AT3G05230
1428:2	1428	2	NA	NA	NA	5.72082e-05	"4986"	AT4G08330
1429:1	1429	1	NA	NA	NA	5.72082e-05	"3498"	AT3G07610
1429:2	1429	2	NA	NA	NA	5.72082e-05	"5971"	AT4G39240
1430:1	1430	1	NA	NA	NA	5.72082e-05	"3512"	AT3G08636
1430:2	1430	2	NA	NA	NA	5.72082e-05	"4397"	AT3G49750
1431:1	1431	1	NA	NA	NA	5.72082e-05	"3568"	AT3G10530
1431:2	1431	2	NA	NA	NA	5.72082e-05	"5007"	AT4G09350
1432:1	1432	1	NA	NA	NA	5.72082e-05	"3592"	AT3G10940
1432:2	1432	2	NA	NA	NA	5.72082e-05	"7671"	AT5G64430
1433:1	1433	1	NA	NA	NA	5.72082e-05	"3655"	AT3G12770
1433:2	1433	2	NA	NA	NA	5.72082e-05	"4547"	AT3G54240
1434:1	1434	1	NA	NA	NA	5.72082e-05	"3698"	AT3G14010
1434:2	1434	2	NA	NA	NA	5.72082e-05	"7684"	AT5G64650
1435:1	1435	1	NA	NA	NA	5.72082e-05	"3719"	AT3G14475
1435:2	1435	2	NA	NA	NA	5.72082e-05	"4302"	AT3G46730
1436:1	1436	1	NA	NA	NA	5.72082e-05	"3732"	AT3G15040
1436:2	1436	2	NA	NA	NA	5.72082e-05	"5172"	AT4G14342
1437:1	1437	1	NA	NA	NA	5.72082e-05	"3749"	AT3G15530
1437:2	1437	2	NA	NA	NA	5.72082e-05	"4233"	AT3G44160
1438:1	1438	1	NA	NA	NA	5.72082e-05	"3750"	AT3G15550
1438:2	1438	2	NA	NA	NA	5.72082e-05	"6461"	AT5G16150
1439:1	1439	1	NA	NA	NA	5.72082e-05	"3756"	AT3G15710
1439:2	1439	2	NA	NA	NA	5.72082e-05	"7573"	AT5G61360
1440:1	1440	1	NA	NA	NA	5.72082e-05	"3768"	AT3G16150
1440:2	1440	2	NA	NA	NA	5.72082e-05	"5192"	AT4G14716
1441:1	1441	1	NA	NA	NA	5.72082e-05	"3783"	AT3G16630
